transcript	gene	length	cds_start	cds_stop	orf_start	orf_stop	tx_count_for_gene
ENST00000560751	TNP2	1786	None	None	234	531	2
ENST00000312693	TNP2	626	71	487	33	330	2
ENST00000530217	NPIPA7	1331	191	1300	93	192	2
ENST00000564219	RP11-347C12.1	519	63	212	5	110	7
ENST00000541154	NPIPB5	597	363	597	305	410	27
ENST00000415833	NPIPB5	2268	483	2268	425	530	27
ENST00000529969	NPIPB4	519	63	212	5	110	22
ENST00000541674	NPIPB4	544	458	544	400	505	22
ENST00000544693	NPIPB4	400	319	400	261	366	22
ENST00000357796	NPIPB9	2037	1041	1985	275	392	2
ENST00000532254	NPIPB6	2016	687	1964	275	392	2
ENST00000550983	NPIPB9	2123	782	2071	275	392	2
ENST00000320394	IQCK	3482	700	1563	309	582	14
ENST00000568126	IQCK	1774	700	984	309	582	14
ENST00000308214	IQCK	2423	700	1269	309	582	14
ENST00000412082	LYRM1	1399	410	511	336	462	11
ENST00000562740	LYRM1	931	565	666	491	617	11
ENST00000261374	HS3ST2	2314	435	1538	427	802	2
ENST00000473392	HS3ST2	2266	115	603	107	482	2
ENST00000005284	CACNG3	3088	1203	2150	929	1139	1
ENST00000341901	SBK1	4992	790	2064	16	169	1
ENST00000567804	CLN3	557	336	557	331	499	64
ENST00000637100	CLN3	1284	128	1240	123	291	64
ENST00000565778	CLN3	688	188	688	183	351	64
ENST00000333496	CLN3	1608	133	1377	128	296	64
ENST00000636866	RP11-435I10.4	2452	105	1304	100	268	12
ENST00000568422	CLN3	1168	74	619	69	237	64
ENST00000637184	CLN3	1753	105	1196	100	268	64
ENST00000636017	RP11-435I10.4	2223	156	551	151	319	12
ENST00000636147	CLN3	3832	351	1667	346	514	64
ENST00000568558	CLN3	634	105	634	100	268	64
ENST00000357806	CLN3	1469	225	1244	220	388	64
ENST00000360019	CLN3	1840	360	1604	355	523	64
ENST00000359984	CLN3	1876	316	1632	311	479	64
ENST00000636503	RP11-435I10.4	2521	32	1123	27	195	12
ENST00000635887	RP11-435I10.4	2824	99	1415	94	262	12
ENST00000569430	CLN3	3867	2329	3645	2324	2492	64
ENST00000636766	RP11-435I10.4	2061	132	1448	127	295	12
ENST00000637871	CLN3	1606	132	527	127	295	64
ENST00000636172	CLN3	1536	300	695	295	463	64
ENST00000628023	CLN3	1183	278	526	273	441	64
ENST00000637376	RP11-435I10.4	2512	120	1211	115	283	12
ENST00000631023	CLN3	1586	324	1349	319	487	64
ENST00000567495	CLN3	769	123	590	118	286	64
ENST00000550690	RP11-231C14.4	675	245	394	160	292	9
ENST00000536041	NPIPB4	513	173	322	88	220	22
ENST00000544308	NPIPB5	516	245	394	160	292	27
ENST00000545375	NPIPB5	513	173	322	88	220	27
ENST00000568053	RP11-347C12.1	570	319	570	234	366	7
ENST00000561666	FAM57B	937	499	937	223	364	7
ENST00000571269	FAM57B	502	450	502	234	375	7
ENST00000627059	ALDOA	2402	1088	2194	675	801	29
ENST00000398841	YPEL3	1588	719	1192	586	880	12
ENST00000562641	YPEL3	1941	531	944	398	692	12
ENST00000562641	YPEL3	1941	531	944	220	340	12
ENST00000398841	YPEL3	1588	719	1192	408	528	12
ENST00000262519	SETD1A	6903	687	5810	208	436	2
ENST00000574447	HSD3B7	746	217	746	188	377	4
ENST00000262520	HSD3B7	2200	291	881	262	451	4
ENST00000313843	STX4	1481	316	1209	39	159	17
ENST00000562435	NETO2	7481	386	1963	142	244	5
ENST00000566433	ADCY7	2535	306	2510	34	214	15
ENST00000394697	ADCY7	6213	341	3583	69	249	15
ENST00000565442	CHD9	703	329	703	195	324	22
ENST00000536025	CES5A	574	350	574	145	280	9
ENST00000518005	CES5A	2092	394	1803	179	314	9
ENST00000521228	CES5A	2188	350	586	145	280	9
ENST00000570184	FAM192A	593	401	593	280	418	21
ENST00000565458	FAM192A	1029	586	1029	465	603	21
ENST00000537866	RSPRY1	3586	874	2604	757	874	12
ENST00000564435	RSPRY1	743	305	743	188	305	12
ENST00000568505	RSPRY1	654	292	654	175	292	12
ENST00000562439	RSPRY1	692	255	692	138	255	12
ENST00000394420	RSPRY1	3547	317	2047	200	317	12
ENST00000340339	ADGRG5	3767	524	2110	477	567	7
ENST00000333493	ADGRG3	2728	162	1811	13	295	7
ENST00000577390	CDH8	9721	956	3355	350	716	14
ENST00000299345	CDH8	3728	956	3193	350	716	14
ENST00000566121	CMTM3	572	159	449	76	169	15
ENST00000565666	CMTM3	769	327	566	244	337	15
ENST00000460097	CMTM3	1797	252	542	169	262	15
ENST00000565003	CMTM3	643	170	460	87	180	15
ENST00000568477	CMTM3	687	266	556	183	276	15
ENST00000317091	CES2	3927	985	2856	654	747	12
ENST00000568470	CES2	3391	974	1342	643	736	12
ENST00000566182	CES2	891	827	891	496	589	12
ENST00000417689	CES2	3868	1001	2824	670	763	12
ENST00000393992	LRRC29	1468	426	1097	190	565	12
ENST00000563969	PLEKHG4	6949	2536	3117	184	448	15
ENST00000360461	PLEKHG4	6782	2536	6111	184	448	15
ENST00000563969	PLEKHG4	6949	2536	3117	929	1112	15
ENST00000360461	PLEKHG4	6782	2536	6111	929	1112	15
ENST00000572888	DPEP2	2112	652	2112	152	554	9
ENST00000566899	NFAT5	4914	242	4609	187	361	12
ENST00000349945	NFAT5	13362	681	5048	626	800	12
ENST00000393742	NFAT5	13067	385	4752	330	504	12
ENST00000379046	NQO1	1105	146	856	9	168	7
ENST00000320623	NQO1	2912	513	1337	376	535	7
ENST00000379047	NQO1	2527	230	952	93	252	7
ENST00000299572	CENPN	1398	737	1351	491	671	9
ENST00000305850	CENPN	2481	791	1810	545	725	9
ENST00000219454	WFDC1	1534	327	989	190	337	5
ENST00000570029	DPEP1	525	204	525	14	122	9
ENST00000421184	DPEP1	1647	204	1439	14	122	9
ENST00000562530	ZNF276	1826	204	1046	124	544	12
ENST00000537628	NXN	1340	599	1159	318	714	12
ENST00000572705	TRPV1	4166	276	2795	175	280	9
ENST00000571428	ARRB2	864	526	864	140	269	20
ENST00000571206	ARRB2	1659	907	1560	521	650	20
ENST00000574954	ARRB2	1348	638	1291	252	381	20
ENST00000572457	ARRB2	1660	564	1217	178	307	20
ENST00000574954	ARRB2	1348	638	1291	396	492	20
ENST00000572457	ARRB2	1660	564	1217	322	418	20
ENST00000571428	ARRB2	864	526	864	284	380	20
ENST00000571206	ARRB2	1659	907	1560	665	761	20
ENST00000519602	ENO3	945	97	945	5	245	17
ENST00000512825	SLC52A1	2989	1413	2465	995	1115	5
ENST00000574788	USP6	8464	2231	6451	2059	2257	6
ENST00000361413	KIAA0753	4859	360	3263	108	324	11
ENST00000491753	DLG4	869	1	257	703	826	10
ENST00000399510	DLG4	3975	854	3157	548	671	10
ENST00000648172	None	None	None	None	806	929	0
ENST00000648172	None	None	None	None	138	252	0
ENST00000491753	DLG4	869	1	257	35	149	10
ENST00000491753	DLG4	869	1	257	171	507	10
ENST00000399510	DLG4	3975	854	3157	16	352	10
ENST00000648172	None	None	None	None	274	610	0
ENST00000380535	TNFSF13	2195	749	1420	377	485	9
ENST00000349228	TNFSF13	2036	565	1269	193	301	9
ENST00000338784	TNFSF13	1971	444	1196	72	180	9
ENST00000421050	ARHGEF15	4138	92	2617	46	247	8
ENST00000583529	ARHGEF15	537	189	537	143	344	8
ENST00000579439	ARHGEF15	714	92	714	46	247	8
ENST00000361926	ARHGEF15	4159	111	2636	65	266	8
ENST00000616147	PIK3R5	4377	1173	2657	8	194	20
ENST00000574745	GLP2R	1882	432	1553	365	623	4
ENST00000304773	GLP2R	523	169	523	102	360	4
ENST00000262442	DNAH9	13750	69	13529	47	221	15
ENST00000579828	DNAH9	1986	30	989	8	182	15
ENST00000336708	TRIM16	2900	558	2252	184	493	25
ENST00000578237	TRIM16	3206	857	2551	483	792	25
ENST00000649191	None	None	None	None	630	939	0
ENST00000261647	TTC19	3002	470	1612	25	271	10
ENST00000338560	TRPV2	2808	400	2694	24	399	9
ENST00000578472	MYO15A	568	200	568	60	162	17
ENST00000350657	SLC47A2	2285	176	1918	38	158	10
ENST00000433844	SLC47A2	1264	176	1264	38	158	10
ENST00000583370	KSR1	1041	576	1041	435	534	19
ENST00000336687	TMEM97	2115	474	683	301	478	5
ENST00000583381	TMEM97	578	287	496	114	291	5
ENST00000395321	ALDOC	1722	217	1311	1	175	9
ENST00000544884	KIAA0100	6856	392	6670	123	345	16
ENST00000389003	KIAA0100	6852	392	6670	123	345	16
ENST00000347486	SUPT6H	5569	279	5459	152	287	12
ENST00000473421	TRAF4	585	316	585	149	272	17
ENST00000584944	TRAF4	825	682	825	515	638	17
ENST00000341217	FAM222B	4033	437	1741	80	194	15
ENST00000581381	FAM222B	556	302	388	217	331	15
ENST00000359450	TIAF1	5337	4659	5006	4324	4627	1
ENST00000527372	MYO18A	9992	182	6346	53	143	24
ENST00000531253	MYO18A	7504	134	6253	5	95	24
ENST00000628822	MYO18A	7501	134	6250	5	95	24
ENST00000588614	NSRP1	497	185	497	45	147	18
ENST00000580103	NSRP1	774	304	774	164	266	18
ENST00000581548	ADAP2	584	242	584	225	327	11
ENST00000225823	ASIC2	3443	874	2565	719	878	5
ENST00000586869	NLE1	5286	1021	1602	212	410	7
ENST00000617649	ACACA	7912	607	7413	552	720	23
ENST00000614789	ACACA	662	537	662	482	650	23
ENST00000621654	C17ORF96	3719	927	2066	836	1229	1
ENST00000415163	PLXDC1	619	247	619	110	218	20
ENST00000441877	PLXDC1	876	211	876	74	182	20
ENST00000578808	PLXDC1	1039	253	552	116	224	20
ENST00000415163	PLXDC1	619	247	619	129	267	20
ENST00000578808	PLXDC1	1039	253	552	135	273	20
ENST00000441877	PLXDC1	876	211	876	93	231	20
ENST00000579190	PLXDC1	565	272	565	154	292	20
ENST00000579260	RPL19	1051	404	988	99	360	8
ENST00000445327	GRB7	2197	136	1803	17	323	14
ENST00000538981	RAPGEFL1	779	476	779	390	519	12
ENST00000264644	RAPGEFL1	3429	191	1561	105	234	12
ENST00000577646	RARA	733	535	733	134	317	10
ENST00000254043	KRT15	5237	3587	4957	2602	2806	10
ENST00000393976	KRT15	2394	747	2117	96	300	10
ENST00000393974	KRT15	3758	2605	3480	1208	1412	10
ENST00000590726	STAT5A	835	411	835	295	490	12
ENST00000590726	STAT5A	835	411	835	133	253	12
ENST00000591765	CCR10	1942	1387	1809	770	869	3
ENST00000591568	CCR10	994	745	994	128	227	3
ENST00000587250	RND2	4147	108	791	4	100	2
ENST00000545954	ETV4	1775	197	1534	94	232	11
ENST00000473246	MPP2	841	284	841	240	351	21
ENST00000536246	MPP2	4351	282	1907	238	349	21
ENST00000590537	ATXN7L3	539	322	539	131	284	12
ENST00000389384	ATXN7L3	3811	310	1353	150	276	12
ENST00000409464	MEIOC	4067	406	2385	284	392	7
ENST00000431281	ACBD4	2026	470	1495	308	413	16
ENST00000619916	ACBD4	1276	470	1276	308	413	16
ENST00000528273	ARHGAP27	2319	1392	2183	1345	1687	19
ENST00000290470	ARHGAP27	1376	450	1241	403	745	19
ENST00000517310	EFCAB13	1477	1165	1477	1083	1176	13
ENST00000622396	TBKBP1	2010	429	1097	54	270	4
ENST00000361722	TBKBP1	4121	850	2697	475	691	4
ENST00000584634	NFE2L1	588	531	588	271	418	23
ENST00000290294	PRAC1	386	131	304	69	222	1
ENST00000433608	TTLL6	2548	55	1809	27	204	9
ENST00000416950	TTLL6	1928	100	726	27	204	9
ENST00000614445	PHB	1952	191	1009	20	170	15
ENST00000505581	SPOP	984	271	984	18	168	22
ENST00000347630	SPOP	2965	349	1473	96	246	22
ENST00000510045	EPN3	2260	365	991	111	294	18
ENST00000512379	EPN3	2449	385	537	131	314	18
ENST00000268933	EPN3	4071	580	2478	326	509	18
ENST00000649377	None	None	None	None	68	221	0
ENST00000262065	MMD	2735	298	1014	225	378	3
ENST00000571578	MMD	670	230	670	157	310	3
ENST00000574683	AKAP1	588	304	588	177	390	19
ENST00000571629	AKAP1	3105	343	3054	216	429	19
ENST00000360238	CUEDC1	2193	720	1880	451	643	13
ENST00000577830	CUEDC1	3621	415	1575	146	338	13
ENST00000577589	CUEDC1	705	220	705	5	332	13
ENST00000584396	VEZF1	2342	90	1628	61	157	4
ENST00000577716	RNF43	4367	749	3100	368	461	8
ENST00000407977	RNF43	5516	722	3073	138	231	8
ENST00000584437	RNF43	5575	1957	4308	319	412	8
ENST00000648873	None	None	None	None	381	474	0
ENST00000539018	TUBD1	1027	309	1022	133	229	16
ENST00000613428	HEATR6	3287	466	3216	90	300	12
ENST00000474834	C17ORF64	403	109	403	56	167	4
ENST00000317442	CEP112	1035	245	880	229	331	20
ENST00000359783	AMZ2	1722	656	1564	631	736	19
ENST00000612294	AMZ2	1498	221	1303	196	301	19
ENST00000580753	AMZ2	1339	87	1169	62	167	19
ENST00000580837	AMZ2	713	123	713	98	203	19
ENST00000579724	AMZ2	722	103	722	78	183	19
ENST00000584494	AMZ2	897	153	897	128	233	19
ENST00000359904	AMZ2	2402	1133	2215	1108	1213	19
ENST00000452479	ARSG	1733	326	1411	66	237	9
ENST00000615593	ABCA8	3264	1211	1681	598	739	15
ENST00000243457	KCNJ2	5392	384	1667	111	201	2
ENST00000476258	HN1	2289	1109	1435	326	755	12
ENST00000540768	NUP85	1926	1069	1848	453	591	25
ENST00000579207	SLC25A19	855	397	855	335	494	15
ENST00000583332	SLC25A19	693	146	693	84	243	15
ENST00000580994	SLC25A19	1554	171	1133	109	268	15
ENST00000320362	SLC25A19	1651	231	1193	169	328	15
ENST00000580707	RECQL5	948	377	948	81	411	19
ENST00000322957	FOXJ1	2641	356	1621	322	448	1
ENST00000323374	SPHK1	2138	457	1869	414	543	10
ENST00000542934	JMJD6	1898	310	1395	76	181	8
ENST00000303996	JMJD6	1893	310	1317	76	181	8
ENST00000617192	JMJD6	5517	325	1410	91	196	8
ENST00000355954	MFSD11	2832	737	1930	155	251	20
ENST00000588847	TNRC6C	8527	728	5908	273	378	11
ENST00000301624	TNRC6C	9632	570	5642	115	220	11
ENST00000588061	TNRC6C	8419	728	5800	273	378	11
ENST00000335749	TNRC6C	9740	570	5750	115	220	11
ENST00000585438	TNRC6C	682	333	682	85	190	11
ENST00000586916	CANT1	769	587	769	287	527	16
ENST00000573809	SLC26A11	523	331	523	281	377	17
ENST00000332900	TMEM105	3321	551	940	33	321	5
ENST00000573076	PDE6G	1505	477	890	282	405	6
ENST00000570996	GCGR	1872	279	1850	250	364	6
ENST00000573428	GCGR	564	325	564	296	410	6
ENST00000400723	GCGR	2051	294	1727	265	379	6
ENST00000409745	MYADML2	2452	356	1279	7	148	1
ENST00000306688	LRRC45	2701	343	2355	311	470	6
ENST00000571712	TBCD	850	498	850	62	191	26
ENST00000576160	TBCD	942	518	942	139	268	26
ENST00000637878	AATK-AS1	1306	749	1153	276	366	3
ENST00000400060	PTPRM	5030	3495	4334	3406	3499	15
ENST00000400060	PTPRM	5030	3495	4334	1567	1729	15
ENST00000400060	PTPRM	5030	3495	4334	859	1003	15
ENST00000400060	PTPRM	5030	3495	4334	151	292	15
ENST00000383408	PIEZO2	9718	328	8439	257	356	14
ENST00000269162	GNAL	1722	302	1447	41	281	10
ENST00000588072	MPPE1	4236	1223	2413	498	603	30
ENST00000591269	FAM210A	1038	504	1038	442	601	7
ENST00000269214	ESCO1	4523	939	3461	473	563	4
ENST00000383276	ESCO1	4773	1087	3192	621	711	4
ENST00000399722	RBBP8	3293	352	3045	89	293	17
ENST00000578091	OSBPL1A	1354	229	384	2	227	16
ENST00000592288	ASXL3	3811	18	974	13	211	14
ENST00000586314	NOL4	2193	258	467	61	151	14
ENST00000586309	NOL4	565	229	303	32	122	14
ENST00000589322	SLC14A1	652	146	652	114	216	21
ENST00000535474	SLC14A1	1048	210	983	178	280	21
ENST00000436407	SLC14A1	2264	548	1885	399	504	21
ENST00000592989	ATP5A1	553	220	553	140	296	20
ENST00000589869	ATP5A1	910	289	910	209	365	20
ENST00000579038	LOXHD1	3632	352	3387	122	269	12
ENST00000332567	TCEB3B	3050	358	2619	39	357	2
ENST00000543082	TCF4	2399	176	2053	12	105	90
ENST00000626584	TCF4	1701	346	1701	10	130	90
ENST00000630712	TCF4	831	446	831	166	286	90
ENST00000566777	TCF4	653	251	653	9	129	90
ENST00000561992	TCF4	2184	400	2013	146	266	90
ENST00000408945	HMSD	2101	203	622	111	207	4
ENST00000582322	SOCS6	2625	178	1785	72	165	3
ENST00000397942	SOCS6	5848	317	1924	211	304	3
ENST00000578377	SOCS6	894	212	894	106	199	3
ENST00000433129	ABCA7	6704	117	6557	14	275	19
ENST00000263094	ABCA7	6816	232	6672	129	390	19
ENST00000589097	PLEKHJ1	2251	1115	1564	972	1062	14
ENST00000599736	STAP2	2043	558	875	232	355	10
ENST00000540670	LONP1	3002	514	2805	437	545	15
ENST00000421525	ZNF561	561	334	561	47	269	21
ENST00000393793	PPAN	1575	224	1486	138	276	8
ENST00000403352	ZGLP1	1028	449	1012	343	709	3
ENST00000403903	ZGLP1	2303	1200	2015	776	935	3
ENST00000590857	SLC44A2	574	543	574	367	544	15
ENST00000586939	DNM2	551	400	551	164	317	22
ENST00000590574	SMARCA4	5282	438	5282	261	360	19
ENST00000586956	TMEM205	1003	397	966	229	346	16
ENST00000252456	CNN1	1633	212	1105	66	315	10
ENST00000586121	ZNF823	698	422	698	267	585	4
ENST00000478765	ZNF433	692	341	692	256	376	10
ENST00000478765	ZNF433	692	341	692	43	241	10
ENST00000596193	ZNF564	524	420	524	41	179	5
ENST00000339282	ZNF564	2935	198	1859	28	166	5
ENST00000311437	ZNF490	4237	124	1713	110	317	4
ENST00000343325	ZNF791	4554	163	1893	5	131	6
ENST00000597691	ZNF791	576	161	295	3	129	6
ENST00000598225	ZNF791	704	164	271	3	129	6
ENST00000446165	ZNF791	6412	163	372	5	131	6
ENST00000221504	TRMT1	2179	259	2151	179	284	23
ENST00000437766	TRMT1	2263	251	2230	171	276	23
ENST00000360228	CACNA1A	8627	236	7756	84	498	59
ENST00000637769	CACNA1A	8648	257	7780	105	519	59
ENST00000638009	CACNA1A	8665	280	7065	128	542	59
ENST00000637432	CACNA1A	7809	237	7037	85	499	59
ENST00000635895	CACNA1A	8657	272	7057	120	534	59
ENST00000638029	CACNA1A	7814	237	7775	85	499	59
ENST00000339560	PODNL1	2165	275	1813	28	457	13
ENST00000645954	None	None	None	None	28	457	0
ENST00000344373	ADGRE3	2267	149	1951	58	238	5
ENST00000253673	ADGRE3	2254	102	2060	11	191	5
ENST00000315576	ADGRE2	6767	453	2924	97	217	13
ENST00000642000	None	None	None	None	271	397	0
ENST00000641666	None	None	None	None	271	397	0
ENST00000600252	SYDE1	3832	1643	2821	1328	1463	5
ENST00000524140	NWD1	7641	419	4717	318	459	6
ENST00000518676	NWD1	8393	646	1185	545	686	6
ENST00000247706	ABHD8	2090	241	1560	228	723	3
ENST00000332386	FAM129C	2222	139	2094	13	124	12
ENST00000595684	FAM129C	2265	139	2139	13	124	12
ENST00000335393	FAM129C	2508	139	2232	13	124	12
ENST00000600490	TMEM59L	1717	186	1214	67	205	5
ENST00000247005	GDF1	2517	1347	2465	308	908	1
ENST00000542296	CERS1	1947	213	932	202	802	5
ENST00000623927	CERS1	2558	1395	2513	356	956	5
ENST00000596482	HOMER3	866	137	866	28	196	12
ENST00000592369	TMEM161A	528	345	528	166	403	15
ENST00000397162	ZNF682	3164	177	1577	77	170	13
ENST00000601100	ZNF682	609	198	609	98	191	13
ENST00000614091	C19ORF12	4489	238	663	126	450	9
ENST00000627982	ZNF302	1723	287	1723	12	237	15
ENST00000509528	ZNF302	577	279	365	4	229	15
ENST00000459757	ZNF181	2265	464	2176	322	484	7
ENST00000439785	ZNF30	2651	445	2319	311	401	6
ENST00000601540	ZNF30	696	438	696	304	394	6
ENST00000324675	FAM187B	1184	50	1159	6	273	1
ENST00000599811	CD22	559	67	559	3	126	35
ENST00000536635	CD22	3004	67	2346	3	126	35
ENST00000598537	CD22	554	237	554	173	296	35
ENST00000085219	CD22	3268	67	2610	3	126	35
ENST00000341773	CD22	2755	85	2097	21	144	35
ENST00000602679	DMKN	557	274	557	185	344	68
ENST00000474928	DMKN	577	359	460	270	429	68
ENST00000588831	LRFN3	3689	1055	2941	711	825	4
ENST00000246529	LRFN3	2513	453	2339	109	223	4
ENST00000586439	POLR2I	744	358	531	3	129	7
ENST00000221859	POLR2I	913	491	868	136	262	7
ENST00000615484	ZNF790	2451	430	2340	190	427	8
ENST00000527645	ZNF790	578	430	578	190	427	8
ENST00000526705	ZNF585B	572	209	316	38	146	9
ENST00000527838	ZNF585B	2732	188	661	17	125	9
ENST00000590245	CTC-454I21.3	575	216	386	45	153	3
ENST00000532828	ZNF585B	6210	253	2562	82	190	9
ENST00000593133	ZNF571	2904	730	2559	76	316	6
ENST00000409410	CATSPERG	2634	653	2634	148	448	16
ENST00000338502	SPRED3	4778	104	1336	15	129	7
ENST00000323039	DYRK1B	2535	281	2170	4	274	8
ENST00000348817	DYRK1B	2448	281	2086	4	274	8
ENST00000598962	PLD3	580	497	580	95	269	24
ENST00000594908	PLD3	804	164	804	69	168	24
ENST00000356508	PLD3	1906	124	1596	29	128	24
ENST00000593513	AXL	2557	377	2257	372	462	5
ENST00000263367	HNRNPUL1	2952	195	2498	185	398	22
ENST00000302102	ATP1A3	3597	201	3242	19	295	13
ENST00000595530	PAFAH1B3	582	89	582	10	187	8
ENST00000378073	MEGF8	11034	7721	9040	772	943	7
ENST00000378073	MEGF8	11034	7721	9040	6097	6247	7
ENST00000391965	ZNF576	1468	210	722	40	241	7
ENST00000270066	SMG9	5510	344	1906	59	338	13
ENST00000601170	SMG9	2387	316	1803	31	310	13
ENST00000585568	ZNF230	4085	201	365	84	177	5
ENST00000585632	ZNF230	579	199	462	82	175	5
ENST00000429154	ZNF230	4115	229	1653	112	205	5
ENST00000358777	CEACAM19	2249	481	1380	155	392	9
ENST00000589165	ERCC1	1453	553	1446	414	642	17
ENST00000323040	GPR4	3048	946	2034	475	733	2
ENST00000587152	EML2	2763	186	2738	163	457	32
ENST00000536630	EML2	2791	140	2530	45	144	32
ENST00000594467	FKRP	545	441	545	403	526	27
ENST00000341983	BBC3	1538	165	560	34	133	7
ENST00000449228	BBC3	1827	165	950	34	133	7
ENST00000300880	BBC3	1347	165	470	34	133	7
ENST00000599029	SPHK2	3085	992	2983	217	601	13
ENST00000084798	CA11	1844	681	1667	288	378	4
ENST00000599157	HSD17B14	991	100	840	26	143	4
ENST00000263278	HSD17B14	1238	268	1080	194	311	4
ENST00000597636	IRF3	2874	1020	2009	473	593	31
ENST00000622860	TBC1D17	2370	1347	1973	553	664	10
ENST00000594673	NUP62	564	457	564	120	225	23
ENST00000597029	NUP62	2053	351	1919	128	233	23
ENST00000270617	ZNF473	4688	360	2975	226	334	9
ENST00000595661	ZNF473	4828	496	3111	362	470	9
ENST00000599155	ZNF473	558	252	558	118	226	9
ENST00000440075	MYH14	4247	2216	4132	1858	1948	10
ENST00000594350	JOSD2	582	100	582	2	269	6
ENST00000593901	SYT3	2836	556	2328	248	716	6
ENST00000391814	SHANK1	6622	89	6598	55	238	8
ENST00000391812	C19ORF48	1666	923	1276	5	98	14
ENST00000345523	C19ORF48	1718	974	1327	3	96	14
ENST00000316401	SIGLECL1	1708	382	975	84	213	8
ENST00000439889	SIGLEC10	2126	157	2076	32	245	11
ENST00000353836	SIGLEC10	3109	223	2031	98	311	11
ENST00000360844	SIGLEC14	2035	43	1233	35	131	2
ENST00000429354	AC018755.18	1926	131	1786	123	219	2
ENST00000599649	AC018755.18	1837	42	1697	34	130	2
ENST00000597065	ZNF836	808	523	789	341	449	6
ENST00000597252	ZNF836	3209	375	3185	193	301	6
ENST00000596428	ZNF836	558	242	558	60	168	6
ENST00000462990	PPP2R1A	2730	1062	2294	1051	1213	12
ENST00000601417	ERVV-2	2431	607	2214	79	370	1
ENST00000601493	ZNF415	2132	657	1634	529	643	26
ENST00000426466	BIRC8	2026	1253	1963	119	500	1
ENST00000253144	ZNF331	5042	1334	2725	965	1247	22
ENST00000540810	EPS8L1	2360	147	2126	103	286	19
ENST00000354308	SYT5	3792	371	1531	11	335	11
ENST00000327042	TMEM86B	1637	524	1204	297	444	3
ENST00000598519	ZNF628	3847	554	3733	481	889	3
ENST00000590409	NLRP11	3777	676	2640	318	450	6
ENST00000443917	ZNF304	3391	340	2460	93	219	4
ENST00000598744	ZNF304	3331	547	2400	93	219	4
ENST00000506786	ZNF135	3349	555	2405	66	399	6
ENST00000217233	TRIB3	2499	554	1630	189	423	4
ENST00000400247	RBCK1	790	397	588	244	364	14
ENST00000382181	RBCK1	2208	650	1672	274	394	14
ENST00000354200	TBC1D20	4466	149	1360	54	270	4
ENST00000461304	TBC1D20	2024	127	1338	32	248	4
ENST00000486775	SIRPB2	1605	229	1098	224	404	8
ENST00000359801	SIRPB2	2642	38	1066	33	213	8
ENST00000481731	SIRPB2	1930	160	1029	155	335	8
ENST00000608073	SIRPB2	478	55	315	50	230	8
ENST00000360652	PCED1A	2016	504	1868	284	395	6
ENST00000448755	PCED1A	1170	483	1170	263	374	6
ENST00000380393	PTPRA	3636	687	3095	474	612	8
ENST00000380393	PTPRA	3636	687	3095	47	563	8
ENST00000379772	C20ORF27	1886	812	1336	584	764	4
ENST00000416600	MAVS	11596	421	1620	3	249	2
ENST00000202834	TMEM230	1472	159	521	71	203	11
ENST00000612323	TMEM230	1231	143	526	55	187	11
ENST00000378979	C20ORF196	585	92	280	22	166	4
ENST00000303142	C20ORF196	1154	88	705	18	162	4
ENST00000378827	BMP2	3601	1220	2410	701	803	1
ENST00000378429	PAK5	4780	548	2707	29	230	3
ENST00000402618	ZNF133	2622	669	2444	536	677	15
ENST00000254998	NXT1	1123	388	810	27	441	1
ENST00000375712	KIF3B	6103	168	2411	18	111	1
ENST00000278980	COMMD7	1900	607	1209	282	561	4
ENST00000360668	MAP1LC3A	1574	762	1127	116	233	4
ENST00000374796	NCOA6	9311	2572	8763	2496	2586	9
ENST00000616167	NCOA6	3271	323	3271	247	337	9
ENST00000612493	NCOA6	4082	323	3535	247	337	9
ENST00000359003	NCOA6	7081	342	6533	266	356	9
ENST00000374372	GDF5	2572	505	2010	311	509	2
ENST00000374369	GDF5	2383	316	1821	122	320	2
ENST00000615116	SCAND1	1371	704	1243	430	661	3
ENST00000279034	SOGA1	3703	328	3378	40	250	4
ENST00000279034	SOGA1	3703	328	3378	83	239	4
ENST00000373233	CHD6	10818	179	8326	8	98	9
ENST00000372980	JPH2	4787	874	2964	673	769	2
ENST00000342272	JPH2	1923	389	778	188	284	2
ENST00000477313	PLTP	2255	596	2077	253	508	5
ENST00000625284	ZNF334	2495	248	2287	98	242	6
ENST00000617119	UBE2V1	2432	471	788	71	221	24
ENST00000645081	None	None	None	None	1072	1174	0
ENST00000396029	ADNP	6261	596	3904	558	768	6
ENST00000621696	ADNP	6224	430	3738	173	467	6
ENST00000349014	ADNP	5963	298	3606	152	275	6
ENST00000243913	GCNT7	2064	1073	1999	380	488	2
ENST00000395841	RAE1	2639	421	1527	159	519	9
ENST00000217188	SRMS	1516	42	1508	8	158	1
ENST00000540534	STMN3	2351	209	718	93	213	5
ENST00000370018	RTEL1	4955	828	4487	303	414	11
ENST00000399928	MAP3K7CL	1904	479	907	107	275	16
ENST00000360542	KRTAP26-1	1193	282	914	62	200	1
ENST00000381831	GART	3490	265	3297	213	393	18
ENST00000399137	CLDN14	1942	868	1587	510	657	6
ENST00000399017	TTC3	10363	2748	8825	2465	2594	25
ENST00000647678	None	None	None	None	267	366	0
ENST00000380620	B3GALT5	13170	593	1525	68	227	6
ENST00000400454	DSCAM	8552	479	6517	81	213	3
ENST00000419522	SLC37A1	568	513	568	248	467	9
