transcript	gene	length	cds_start	cds_stop	orf_start	orf_stop	tx_count_for_gene
ENST00000618387	PODN	3065	121	2049	1589	1922	7
ENST00000371500	PODN	3287	342	2270	1810	2143	7
ENST00000395871	PODN	2744	169	1728	63	291	7
ENST00000649098	None	None	None	None	194	296	0
ENST00000620347	SLC1A7	2873	184	2043	139	241	6
ENST00000371494	SLC1A7	2637	129	1811	139	241	6
ENST00000371491	SLC1A7	1306	169	645	179	281	6
ENST00000620288	SLC1A7	3378	173	649	183	285	6
ENST00000611397	SLC1A7	2499	184	1602	166	268	6
ENST00000620347	SLC1A7	2873	184	2043	83	272	6
ENST00000611397	SLC1A7	2499	184	1602	110	299	6
ENST00000371491	SLC1A7	1306	169	645	123	312	6
ENST00000371494	SLC1A7	2637	129	1811	83	272	6
ENST00000620288	SLC1A7	3378	173	649	127	316	6
ENST00000649098	None	None	None	None	138	327	0
ENST00000636239	CPT2	2579	145	390	642	777	12
ENST00000637252	CPT2	2739	145	2157	749	884	12
ENST00000636867	CPT2	2643	153	2060	757	892	12
ENST00000638135	CPT2	2405	42	206	458	593	12
ENST00000635862	CPT2	2319	125	2068	729	864	12
ENST00000371486	CPT2	3094	516	2492	1120	1255	12
ENST00000635888	CPT2	2889	125	343	934	1069	12
ENST00000637726	CPT2	4071	None	None	2805	2940	12
ENST00000636891	CPT2	2746	145	1941	749	884	12
ENST00000306052	LRP8	7648	103	2994	3655	3826	12
ENST00000371454	LRP8	3322	143	2857	2841	2934	12
ENST00000306052	LRP8	7648	103	2994	2978	3071	12
ENST00000465675	LRP8	2670	847	2220	2204	2297	12
ENST00000354412	LRP8	2553	1	2103	2087	2180	12
ENST00000306052	LRP8	7648	103	2994	4310	4493	12
ENST00000347547	LRP8	2382	1	2382	2153	2357	12
ENST00000306052	LRP8	7648	103	2994	2765	2969	12
ENST00000480045	LRP8	3231	159	1337	2942	3146	12
ENST00000480045	LRP8	3231	159	1337	1310	1511	12
ENST00000475501	LRP8	721	1	721	97	298	12
ENST00000347547	LRP8	2382	1	2382	521	722	12
ENST00000371454	LRP8	3322	143	2857	1173	1374	12
ENST00000306052	LRP8	7648	103	2994	1133	1334	12
ENST00000354412	LRP8	2553	1	2103	644	845	12
ENST00000312233	GLIS1	2812	568	2430	2443	2617	2
ENST00000628545	GLIS1	2807	43	2430	2443	2617	2
ENST00000371429	NDC1	5134	600	2624	3364	3520	2
ENST00000371399	YIPF1	1503	586	957	957	1050	8
ENST00000072644	YIPF1	1851	372	1292	1312	1405	8
ENST00000371399	YIPF1	1503	586	957	1027	1126	8
ENST00000072644	YIPF1	1851	372	1292	1382	1481	8
ENST00000464950	YIPF1	1602	71	991	1112	1211	8
ENST00000371370	LRRC42	2037	522	1808	1874	1973	5
ENST00000319223	LRRC42	1727	212	1498	1564	1663	5
ENST00000545928	LDLRAD1	2246	75	563	789	924	4
ENST00000420619	LDLRAD1	2194	11	511	737	872	4
ENST00000234827	TCEANC2	10436	201	827	1109	1259	5
ENST00000234827	TCEANC2	10436	201	827	3497	3587	5
ENST00000326956	SSBP3	2913	None	None	2078	2252	16
ENST00000610401	SSBP3	3168	412	1497	2334	2508	16
ENST00000343744	ACOT11	3082	83	1867	93	231	5
ENST00000371316	ACOT11	6369	83	1906	93	231	5
ENST00000481208	ACOT11	2875	None	None	2203	2314	5
ENST00000343744	ACOT11	3082	83	1867	2207	2318	5
ENST00000409996	MROH7	2977	227	2902	1692	1965	13
ENST00000440047	MROH7	4148	278	2542	2884	3157	13
ENST00000606515	MROH7-TTC4	5162	293	2176	3070	3343	4
ENST00000413188	MROH7	4542	822	2705	3253	3526	13
ENST00000425300	MROH7-TTC4	6090	397	2355	3249	3522	4
ENST00000414150	MROH7-TTC4	5867	279	4283	3040	3313	4
ENST00000421030	MROH7	4329	286	4257	3047	3320	13
ENST00000422659	MROH7	4174	114	1997	2891	3164	13
ENST00000371281	TTC4	2395	88	1251	179	386	4
ENST00000486621	TTC4	549	None	None	136	343	4
ENST00000371279	PARS2	2347	84	1511	154	283	1
ENST00000371279	PARS2	2347	84	1511	104	275	1
ENST00000488771	TTC22	2350	None	None	1961	2231	5
ENST00000371276	TTC22	3345	105	1814	1072	1342	5
ENST00000371274	TTC22	2149	36	1154	1872	1974	5
ENST00000358193	LEXM	1777	55	1299	1405	1660	2
ENST00000371273	LEXM	1651	16	1272	1279	1534	2
ENST00000371273	LEXM	1651	16	1272	1404	1509	2
ENST00000358193	LEXM	1777	55	1299	1530	1635	2
ENST00000649769	None	None	None	None	720	975	0
ENST00000649007	None	None	None	None	739	994	0
ENST00000535035	DHCR24	4153	272	1555	635	890	3
ENST00000371269	DHCR24	4250	100	1650	663	918	3
ENST00000647912	None	None	None	None	750	1005	0
ENST00000648728	None	None	None	None	720	975	0
ENST00000647585	None	None	None	None	391	646	0
ENST00000436604	DHCR24	863	1	463	663	918	3
ENST00000648712	None	None	None	None	705	960	0
ENST00000649007	None	None	None	None	4033	4195	0
ENST00000371269	DHCR24	4250	100	1650	3957	4119	3
ENST00000648712	None	None	None	None	3999	4161	0
ENST00000649769	None	None	None	None	5061	5223	0
ENST00000647912	None	None	None	None	4044	4206	0
ENST00000535035	DHCR24	4153	272	1555	3965	4127	3
ENST00000535035	DHCR24	4153	272	1555	3876	3969	3
ENST00000371269	DHCR24	4250	100	1650	3868	3961	3
ENST00000649007	None	None	None	None	3944	4037	0
ENST00000648712	None	None	None	None	3910	4003	0
ENST00000649769	None	None	None	None	4972	5065	0
ENST00000647912	None	None	None	None	3955	4048	0
ENST00000371265	BSND	3472	255	1217	1428	1527	1
ENST00000294383	USP24	10549	1	7863	7870	7984	7
ENST00000294383	USP24	10549	1	7863	7055	7157	7
ENST00000294383	USP24	10549	1	7863	7721	7820	7
ENST00000294383	USP24	10549	1	7863	9065	9275	7
ENST00000371250	PLPP3	3292	553	1488	1858	2020	5
ENST00000610361	PRKAA2	9280	1	1659	1287	1383	2
ENST00000371244	PRKAA2	9347	67	1725	1353	1449	2
ENST00000610361	PRKAA2	9280	1	1659	6753	6846	2
ENST00000371244	PRKAA2	9347	67	1725	6819	6912	2
ENST00000371244	PRKAA2	9347	67	1725	5526	5664	2
ENST00000610361	PRKAA2	9280	1	1659	5460	5598	2
ENST00000610361	PRKAA2	9280	1	1659	5899	5989	2
ENST00000371244	PRKAA2	9347	67	1725	5965	6055	2
ENST00000343433	C1ORF168	3135	82	2268	2441	2597	5
ENST00000493000	C1ORF168	1904	None	None	1277	1433	5
ENST00000543257	C8B	2382	571	2190	2194	2323	6
ENST00000371237	C8B	2037	68	1843	1847	1976	6
ENST00000535057	C8B	2289	508	2097	2101	2230	6
ENST00000414851	DAB1	5168	139	1806	318	432	11
ENST00000371232	DAB1	752	36	752	215	329	11
ENST00000332102	DAB1	647	36	647	215	329	11
ENST00000371236	DAB1	5298	265	1932	444	558	11
ENST00000420954	DAB1	1817	37	1698	216	330	11
ENST00000371230	DAB1	1150	265	906	444	558	11
ENST00000371231	DAB1	1802	36	1802	215	329	11
ENST00000485760	DAB1	2668	None	None	941	1055	11
ENST00000371225	TACSTD2	2351	618	1589	2112	2298	1
ENST00000371208	HOOK1	5857	258	2444	2863	3043	6
ENST00000371208	HOOK1	5857	258	2444	3659	3758	6
ENST00000403491	NFIA	9487	485	2014	7882	7972	14
ENST00000403491	NFIA	9487	485	2014	4792	4927	14
ENST00000403491	NFIA	9487	485	2014	8621	8771	14
ENST00000357977	NFIA	3200	10	483	2654	2777	14
ENST00000403491	NFIA	9487	485	2014	4185	4308	14
ENST00000488206	TM2D1	921	1	314	522	621	12
ENST00000496465	TM2D1	577	25	255	415	514	12
ENST00000494926	TM2D1	544	1	233	381	480	12
ENST00000472989	TM2D1	531	None	None	93	192	12
ENST00000294613	TM2D1	1250	304	927	653	752	12
ENST00000606498	TM2D1	969	22	645	371	470	12
ENST00000371178	TM2D1	1056	None	None	350	449	12
ENST00000371180	TM2D1	1248	118	927	653	752	12
ENST00000468586	TM2D1	637	1	160	320	419	12
ENST00000494926	TM2D1	544	1	233	427	523	12
ENST00000294613	TM2D1	1250	304	927	699	795	12
ENST00000606498	TM2D1	969	22	645	417	513	12
ENST00000488206	TM2D1	921	1	314	568	664	12
ENST00000472989	TM2D1	531	None	None	139	235	12
ENST00000371180	TM2D1	1248	118	927	699	795	12
ENST00000496465	TM2D1	577	25	255	461	557	12
ENST00000468586	TM2D1	637	1	160	366	462	12
ENST00000371178	TM2D1	1056	None	None	396	492	12
ENST00000642238	None	None	None	None	3589	3784	0
ENST00000459752	PATJ	5349	None	None	3518	3713	16
ENST00000635023	PATJ	5242	47	2098	3470	3665	16
ENST00000371158	PATJ	8505	115	5520	3518	3713	16
ENST00000484937	PATJ	4990	13	3417	1793	1988	16
ENST00000635214	PATJ	4863	None	None	3518	3713	16
ENST00000484562	PATJ	5448	None	None	3518	3713	16
ENST00000498273	L1TD1	3849	296	2893	2700	2865	1
ENST00000371150	KANK4	3023	1235	2290	2064	2178	4
ENST00000354381	KANK4	2103	267	1370	1144	1258	4
ENST00000371153	KANK4	4665	380	3367	3141	3255	4
ENST00000317477	KANK4	2080	381	782	556	670	4
ENST00000637208	DOCK7	8283	81	1889	3086	3179	37
ENST00000340370	DOCK7	6731	1	6330	2984	3077	37
ENST00000634264	DOCK7	6303	1	6303	2984	3077	37
ENST00000454575	DOCK7	6985	12	6401	3088	3181	37
ENST00000635123	DOCK7	6297	1	6297	2984	3077	37
ENST00000635253	DOCK7	6423	1	6423	3077	3170	37
ENST00000251157	DOCK7	7084	1	6396	3077	3170	37
ENST00000637255	DOCK7	4071	1	3690	377	470	37
ENST00000635983	DOCK7	6506	None	None	6139	6286	37
ENST00000340370	DOCK7	6731	1	6330	6367	6514	37
ENST00000637255	DOCK7	4071	1	3690	3727	3874	37
ENST00000635348	DOCK7	2221	None	None	1742	1889	37
ENST00000634495	DOCK7	3678	None	None	2599	2746	37
ENST00000454575	DOCK7	6985	12	6401	6438	6585	37
ENST00000251157	DOCK7	7084	1	6396	6433	6580	37
ENST00000371129	ANGPTL3	2805	81	1463	1321	1414	3
ENST00000371116	FOXD3	2086	19	1455	1466	1601	1
ENST00000371108	ALG6	3371	306	1829	3151	3259	7
ENST00000371083	PGM1	2657	369	2111	521	623	5
ENST00000545203	ROR1	5362	77	2725	978	1137	4
ENST00000371079	ROR1	5832	376	3189	1442	1601	4
ENST00000371079	ROR1	5832	376	3189	3528	3654	4
ENST00000545203	ROR1	5362	77	2725	3064	3190	4
ENST00000342505	JAK1	5047	250	3714	3799	3958	6
ENST00000613538	LEPROT	4625	115	537	50	197	6
ENST00000371060	LEPR	5135	186	2876	4811	4931	9
ENST00000616738	LEPR	5081	151	2841	4776	4896	9
ENST00000371058	LEPR	2805	21	2741	2641	2737	9
ENST00000344610	LEPR	2935	151	2871	2771	2867	9
ENST00000371037	SGIP1	7768	78	2564	6256	6379	14
ENST00000371026	WDR78	3848	57	2603	1820	1949	12
ENST00000464352	WDR78	1906	1	1746	1062	1191	12
ENST00000491297	WDR78	4206	1	478	2184	2313	12
ENST00000357692	MIER1	4978	258	1847	2234	2408	11
ENST00000401041	MIER1	2552	71	1768	2155	2329	11
ENST00000355356	MIER1	4818	150	1688	2075	2249	11
ENST00000371018	MIER1	3875	317	1729	3001	3235	11
ENST00000355977	MIER1	3595	337	1449	2721	2955	11
ENST00000355356	MIER1	4818	150	1688	4533	4767	11
ENST00000357692	MIER1	4978	258	1847	4692	4926	11
ENST00000357692	MIER1	4978	258	1847	1588	1690	11
ENST00000401041	MIER1	2552	71	1768	1509	1611	11
ENST00000355356	MIER1	4818	150	1688	1429	1531	11
ENST00000371018	MIER1	3875	317	1729	2819	2918	11
ENST00000357692	MIER1	4978	258	1847	4510	4609	11
ENST00000355977	MIER1	3595	337	1449	2539	2638	11
ENST00000355356	MIER1	4818	150	1688	4351	4450	11
ENST00000235345	SLC35D1	6162	87	1154	1621	1735	1
ENST00000621590	C1ORF141	4179	22	264	3561	3882	8
ENST00000371007	C1ORF141	2153	111	1313	1303	1624	8
ENST00000371006	C1ORF141	2053	22	1224	1214	1535	8
ENST00000371004	C1ORF141	4304	None	None	3684	4005	8
ENST00000475209	C1ORF141	2079	22	675	1240	1561	8
ENST00000347310	IL23R	2912	172	2061	120	300	5
ENST00000473881	IL23R	1507	29	244	1090	1249	5
ENST00000347310	IL23R	2912	172	2061	2191	2350	5
ENST00000395227	IL23R	1459	233	916	1046	1205	5
ENST00000370994	SERBP1	6676	116	1279	2233	2347	8
ENST00000370995	SERBP1	3482	87	1313	2267	2381	8
ENST00000370986	GADD45A	1496	435	932	1122	1212	5
ENST00000617962	GADD45A	1142	319	501	724	814	5
ENST00000370982	GNG12	4404	201	419	2598	2703	2
ENST00000370982	GNG12	4404	201	419	3868	3973	2
ENST00000262340	RPE65	2610	55	1656	239	335	1
ENST00000370966	DEPDC1	4586	223	1806	4296	4407	5
ENST00000456315	DEPDC1	5331	116	2551	5041	5152	5
ENST00000370966	DEPDC1	4586	223	1806	3156	3264	5
ENST00000456315	DEPDC1	5331	116	2551	3901	4009	5
ENST00000415775	LRRC7	3996	1424	3889	2241	2346	13
ENST00000310961	LRRC7	6507	419	4906	3399	3504	13
ENST00000035383	LRRC7	5000	31	4644	2996	3101	13
ENST00000370952	LRRC40	2884	81	1889	1484	1595	1
ENST00000370951	SRSF11	2385	122	1573	10	238	16
ENST00000370940	HHLA3	775	117	482	275	365	7
ENST00000411986	CTH	2044	199	1320	1883	2021	5
ENST00000460330	PTGER3	1447	57	1181	1028	1319	12
ENST00000356595	PTGER3	1943	212	1468	1183	1432	12
ENST00000370924	PTGER3	6982	232	1398	3958	4066	12
ENST00000370924	PTGER3	6982	232	1398	6365	6503	12
ENST00000370920	ZRANB2	3078	303	1295	811	1318	7
ENST00000370920	ZRANB2	3078	303	1295	1657	1792	7
ENST00000477096	ZRANB2	3677	None	None	2262	2397	7
ENST00000254821	ZRANB2	2821	17	979	1446	1581	7
ENST00000357731	NEGR1	12811	241	1305	3540	3642	5
ENST00000306821	NEGR1	5577	395	1075	3310	3412	5
ENST00000370899	FPGT-TNNI3K	2752	38	2569	1131	1236	6
ENST00000326637	TNNI3K	3001	52	2559	842	947	8
ENST00000648585	None	None	None	None	1272	1377	0
ENST00000370895	FPGT-TNNI3K	7566	36	2129	1129	1234	6
ENST00000530184	TNNI3K	570	None	None	132	237	8
ENST00000557284	FPGT-TNNI3K	2855	6	2855	1138	1243	6
ENST00000370898	FPGT	3254	29	1852	2507	2597	8
ENST00000433746	ERICH3	5076	None	None	3045	3204	5
ENST00000326665	ERICH3	7159	220	4812	5122	5281	5
ENST00000420661	ERICH3	2068	180	1781	478	652	5
ENST00000326665	ERICH3	7159	220	4812	1109	1283	5
ENST00000457880	TYW3	3335	94	774	57	174	8
ENST00000370867	TYW3	3430	90	869	53	170	8
ENST00000356261	LHX8	1764	86	1126	450	648	3
ENST00000294638	LHX8	2373	665	1735	1059	1257	3
ENST00000370859	SLC44A5	3896	147	2300	2430	2547	3
ENST00000525808	ACADM	1422	22	165	42	255	18
ENST00000328299	ST6GALNAC3	6861	149	1066	1572	1695	3
ENST00000318803	ST6GALNAC5	2055	197	907	1664	1772	5
ENST00000477717	ST6GALNAC5	3751	236	1246	1707	1815	5
ENST00000478407	AK5	653	124	653	210	303	13
ENST00000344720	AK5	3929	1027	2637	1113	1206	13
ENST00000354567	AK5	3251	264	1952	428	521	13
ENST00000354567	AK5	3251	264	1952	800	896	13
ENST00000466114	AK5	530	None	None	290	386	13
ENST00000344720	AK5	3929	1027	2637	1485	1581	13
ENST00000317704	AK5	2149	None	None	721	817	13
ENST00000344720	AK5	3929	1027	2637	3598	3916	13
ENST00000354567	AK5	3251	264	1952	2913	3231	13
ENST00000481346	ZZZ3	4500	None	None	4263	4440	11
ENST00000481346	ZZZ3	4500	None	None	2763	2907	11
ENST00000481579	USP33	2866	1	1370	55	286	18
ENST00000370792	USP33	2917	348	2834	1588	1819	18
ENST00000370793	USP33	4502	348	3176	1588	1819	18
ENST00000370794	USP33	4327	262	2997	1409	1640	18
ENST00000357428	USP33	4155	1	2829	1241	1472	18
ENST00000370793	USP33	4502	348	3176	2740	2935	18
ENST00000357428	USP33	4155	1	2829	2393	2588	18
ENST00000370794	USP33	4327	262	2997	2561	2756	18
ENST00000443751	FAM73A	6409	33	1934	4657	4771	4
ENST00000646892	None	None	None	None	4974	5088	0
ENST00000645526	None	None	None	None	4729	4843	0
ENST00000370791	FAM73A	5288	33	1931	4654	4768	4
ENST00000643143	None	None	None	None	3759	3873	0
ENST00000642959	None	None	None	None	4558	4672	0
ENST00000642959	None	None	None	None	1418	1541	0
ENST00000370791	FAM73A	5288	33	1931	1514	1637	4
ENST00000643143	None	None	None	None	1508	1631	0
ENST00000645526	None	None	None	None	1589	1712	0
ENST00000370757	PTGFR	4379	238	1317	4274	4376	4
ENST00000370756	PTGFR	4450	238	1131	4345	4447	4
ENST00000370758	PTGFR	4337	196	1275	4232	4334	4
ENST00000459784	IFI44L	745	None	None	311	416	10
ENST00000486882	IFI44L	5152	None	None	3375	3480	10
ENST00000370751	IFI44L	5874	180	1538	751	856	10
ENST00000450498	IFI44L	849	1	699	503	608	10
ENST00000474002	IFI44L	928	None	None	130	235	10
ENST00000476521	IFI44L	1162	None	None	284	389	10
ENST00000462041	IFI44L	565	None	None	207	312	10
ENST00000476876	IFI44L	890	None	None	197	302	10
ENST00000370751	IFI44L	5874	180	1538	2890	2992	10
ENST00000401034	ADGRL4	501	1	450	284	443	2
ENST00000370742	ADGRL4	3527	65	2137	1974	2133	2
ENST00000640664	None	None	None	None	2060	2219	0
ENST00000319517	ADGRL2	5479	217	4428	3038	3191	22
ENST00000370728	ADGRL2	6302	646	5025	3506	3659	22
ENST00000370730	ADGRL2	6173	646	4896	3506	3659	22
ENST00000370715	ADGRL2	5585	217	3750	3038	3191	22
ENST00000370723	ADGRL2	5254	646	5031	3467	3620	22
ENST00000370713	ADGRL2	5382	217	3588	3038	3191	22
ENST00000370721	ADGRL2	5023	646	4800	3281	3434	22
ENST00000627151	ADGRL2	5789	217	4512	3077	3230	22
ENST00000370717	ADGRL2	5873	217	4596	3077	3230	22
ENST00000359929	ADGRL2	4674	182	4393	3003	3156	22
ENST00000370725	ADGRL2	5293	646	5070	3506	3659	22
ENST00000449420	ADGRL2	4278	1	4055	2464	2617	22
ENST00000370727	ADGRL2	5164	646	4941	3506	3659	22
ENST00000370727	ADGRL2	5164	646	4941	974	1067	22
ENST00000370717	ADGRL2	5873	217	4596	545	638	22
ENST00000370725	ADGRL2	5293	646	5070	974	1067	22
ENST00000370728	ADGRL2	6302	646	5025	974	1067	22
ENST00000627151	ADGRL2	5789	217	4512	545	638	22
ENST00000370730	ADGRL2	6173	646	4896	974	1067	22
ENST00000370723	ADGRL2	5254	646	5031	974	1067	22
ENST00000319517	ADGRL2	5479	217	4428	545	638	22
ENST00000370713	ADGRL2	5382	217	3588	545	638	22
ENST00000359929	ADGRL2	4674	182	4393	510	603	22
ENST00000370715	ADGRL2	5585	217	3750	545	638	22
ENST00000488014	TTLL7	7949	None	None	553	685	14
ENST00000260505	TTLL7	7976	379	3042	578	710	14
ENST00000480174	TTLL7	7828	171	2180	370	502	14
ENST00000610996	TTLL7	2028	397	2028	596	728	14
ENST00000477524	TTLL7	8452	None	None	538	670	14
ENST00000474957	TTLL7	7157	278	1711	2396	2495	14
ENST00000477524	TTLL7	8452	None	None	3691	3790	14
ENST00000472688	TTLL7	7969	None	None	3208	3307	14
ENST00000488014	TTLL7	7949	None	None	3188	3287	14
ENST00000260505	TTLL7	7976	379	3042	3215	3314	14
ENST00000480174	TTLL7	7828	171	2180	3067	3166	14
ENST00000260505	TTLL7	7976	379	3042	1304	1409	14
ENST00000485638	TTLL7	2550	346	2007	923	1028	14
ENST00000488014	TTLL7	7949	None	None	1062	1167	14
ENST00000474957	TTLL7	7157	278	1711	258	363	14
ENST00000477524	TTLL7	8452	None	None	1264	1369	14
ENST00000472688	TTLL7	7969	None	None	1301	1406	14
ENST00000480174	TTLL7	7828	171	2180	1096	1201	14
ENST00000610996	TTLL7	2028	397	2028	1322	1427	14
ENST00000370682	PRKACB	4288	32	1099	1978	2107	19
ENST00000610703	PRKACB	4240	32	1051	1930	2059	19
ENST00000370685	PRKACB	4481	92	1288	2167	2296	19
ENST00000614872	PRKACB	4306	42	1115	1994	2123	19
ENST00000394839	PRKACB	4200	42	1007	1886	2015	19
ENST00000370689	PRKACB	4513	265	1320	2199	2328	19
ENST00000394838	PRKACB	4294	32	1105	1984	2113	19
ENST00000610457	PRKACB	4206	1	1017	1896	2025	19
ENST00000370654	RPF1	1385	16	1065	113	212	2
ENST00000370656	RPF1	724	24	413	121	220	2
ENST00000490879	SPATA1	1446	None	None	794	953	9
ENST00000342203	SSX2IP	5835	265	2109	1835	1952	10
ENST00000476905	SSX2IP	2272	224	1738	1906	2023	10
ENST00000605755	SSX2IP	1933	113	1876	1602	1719	10
ENST00000437941	SSX2IP	5843	354	2117	1843	1960	10
ENST00000370611	LPAR3	1720	217	1278	221	311	3
ENST00000491034	LPAR3	871	None	None	29	119	3
ENST00000440886	LPAR3	3345	40	1101	44	134	3
ENST00000370608	MCOLN2	2871	69	1769	2496	2646	6
ENST00000531325	MCOLN2	1710	None	None	972	1074	6
ENST00000284027	MCOLN2	1729	113	1729	759	861	6
ENST00000370608	MCOLN2	2871	69	1769	799	901	6
ENST00000370587	MCOLN3	2953	378	1343	790	991	6
ENST00000370589	MCOLN3	2756	54	1715	466	667	6
ENST00000490600	MCOLN3	2777	142	567	713	914	6
ENST00000341115	MCOLN3	1762	54	1547	298	499	6
ENST00000471115	C1ORF52	1219	10	558	565	760	4
ENST00000294661	C1ORF52	3391	None	None	722	917	4
ENST00000294661	C1ORF52	3391	None	None	2523	2646	4
ENST00000648566	None	None	None	None	1527	1644	0
ENST00000370580	BCL10	2819	739	1440	1799	1916	2
ENST00000535924	DDAH1	3909	390	938	460	604	6
ENST00000426972	DDAH1	4017	503	1051	573	717	6
ENST00000633113	DDAH1	703	146	703	225	369	6
ENST00000284031	DDAH1	3920	96	953	475	619	6
ENST00000483110	DDAH1	3905	None	None	460	604	6
ENST00000426972	DDAH1	4017	503	1051	2415	2649	6
ENST00000535924	DDAH1	3909	390	938	2302	2536	6
ENST00000483110	DDAH1	3905	None	None	2302	2536	6
ENST00000284031	DDAH1	3920	96	953	2317	2551	6
ENST00000535924	DDAH1	3909	390	938	2782	2875	6
ENST00000483110	DDAH1	3905	None	None	2782	2875	6
ENST00000426972	DDAH1	4017	503	1051	2895	2988	6
ENST00000284031	DDAH1	3920	96	953	2797	2890	6
ENST00000451137	CYR61	2290	225	1370	598	802	2
ENST00000431532	ZNHIT6	6080	150	1445	4387	4555	2
ENST00000431532	ZNHIT6	6080	150	1445	5000	5141	2
ENST00000359242	ODF2L	7560	283	2193	299	401	22
ENST00000370566	ODF2L	2155	368	2143	384	486	22
ENST00000294678	ODF2L	4267	308	2170	324	426	22
ENST00000317336	ODF2L	4376	370	2280	386	488	22
ENST00000370565	CLCA2	4025	163	2994	3432	3549	3
ENST00000394711	CLCA1	3118	130	2874	2240	2408	2
ENST00000234701	CLCA1	3310	352	3096	2462	2630	2
ENST00000394711	CLCA1	3118	130	2874	569	686	2
ENST00000234701	CLCA1	3310	352	3096	791	908	2
ENST00000535010	SH3GLB1	6227	489	1286	4534	4666	5
ENST00000370558	SH3GLB1	6371	325	1422	4670	4802	5
ENST00000616170	SH3GLB1	6456	331	1515	4763	4895	5
ENST00000370558	SH3GLB1	6371	325	1422	1932	2064	5
ENST00000616170	SH3GLB1	6456	331	1515	2025	2157	5
ENST00000535010	SH3GLB1	6227	489	1286	1796	1928	5
ENST00000611507	SEP15	1785	314	685	1363	1462	8
ENST00000370554	SEP15	1220	24	398	1076	1175	8
ENST00000616787	SEP15	1835	314	808	1413	1512	8
ENST00000331835	SEP15	1781	255	752	1357	1456	8
ENST00000611507	SEP15	1785	314	685	177	276	8
ENST00000331835	SEP15	1781	255	752	118	217	8
ENST00000616787	SEP15	1835	314	808	177	276	8
ENST00000648872	None	None	None	None	123	222	0
ENST00000370550	HS2ST1	6736	364	1434	4356	4512	3
ENST00000370550	HS2ST1	6736	364	1434	3826	3925	3
ENST00000370550	HS2ST1	6736	364	1434	4751	4844	3
ENST00000370550	HS2ST1	6736	364	1434	5240	5357	3
ENST00000370544	LMO4	5405	781	1278	4113	4221	4
ENST00000260508	KYAT3	2070	339	1703	1745	1904	5
ENST00000446900	KYAT3	1937	None	None	1569	1728	5
ENST00000370491	KYAT3	1868	196	1458	1500	1659	5
ENST00000355754	GBP4	6127	99	2021	1210	1306	3
ENST00000471938	GBP4	768	None	None	415	508	3
ENST00000355754	GBP4	6127	99	2021	5149	5242	3
ENST00000370459	GBP5	2011	129	1889	1063	1231	5
ENST00000443807	GBP5	4699	3250	4699	4184	4352	5
ENST00000481145	GBP5	4112	None	None	301	469	5
ENST00000370456	GBP6	2987	94	1995	2760	2937	1
ENST00000639264	None	None	None	None	4725	4860	0
ENST00000330947	LRRC8B	7593	361	2772	4566	4701	4
ENST00000439853	LRRC8B	7474	247	2658	4452	4587	4
ENST00000640258	None	None	None	None	5023	5158	0
ENST00000639264	None	None	None	None	7385	7505	0
ENST00000439853	LRRC8B	7474	247	2658	7112	7232	4
ENST00000640258	None	None	None	None	7683	7803	0
ENST00000330947	LRRC8B	7593	361	2772	7226	7346	4
ENST00000370454	LRRC8C	7218	256	2667	4412	4583	4
ENST00000370445	BARHL2	1979	43	1206	510	705	1
ENST00000482467	ZNF644	710	None	None	123	261	12
ENST00000495966	ZNF644	820	None	None	152	290	12
ENST00000481900	HFM1	2020	None	None	53	164	9
ENST00000488023	HFM1	1699	None	None	52	163	9
ENST00000370425	HFM1	4931	100	4407	113	224	9
ENST00000455133	HFM1	596	183	596	196	307	9
ENST00000462405	HFM1	2667	None	None	530	662	9
ENST00000370425	HFM1	4931	100	4407	2703	2835	9
ENST00000533089	TGFBR3	6455	516	785	6069	6168	11
ENST00000212355	TGFBR3	6465	516	3071	6081	6180	11
ENST00000370399	TGFBR3	4550	685	3237	405	510	11
ENST00000427103	GFI1	2693	158	1426	2170	2359	4
ENST00000294702	GFI1	2784	251	1519	2263	2452	4
ENST00000370332	GFI1	2855	320	1588	2332	2521	4
ENST00000427103	GFI1	2693	158	1426	789	1050	4
ENST00000370332	GFI1	2855	320	1588	951	1212	4
ENST00000294702	GFI1	2784	251	1519	882	1143	4
ENST00000540033	EVI5	7436	11	2476	5185	5308	8
ENST00000370331	EVI5	7403	11	2443	5152	5275	8
ENST00000370331	EVI5	7403	11	2443	106	274	8
ENST00000540033	EVI5	7436	11	2476	106	274	8
ENST00000540033	EVI5	7436	11	2476	3155	3401	8
ENST00000370331	EVI5	7403	11	2443	3122	3368	8
ENST00000370331	EVI5	7403	11	2443	4100	4199	8
ENST00000540033	EVI5	7436	11	2476	4133	4232	8
ENST00000370331	EVI5	7403	11	2443	3678	3777	8
ENST00000540033	EVI5	7436	11	2476	3711	3810	8
ENST00000467953	MTF2	1870	None	None	679	829	14
ENST00000545708	MTF2	4046	519	1994	908	1058	14
ENST00000370303	MTF2	1951	217	1827	912	1062	14
ENST00000497976	MTF2	760	None	None	497	647	14
ENST00000540243	MTF2	3845	318	1793	707	857	14
ENST00000370298	MTF2	4125	290	2071	985	1135	14
ENST00000540243	MTF2	3845	318	1793	3380	3500	14
ENST00000545708	MTF2	4046	519	1994	3581	3701	14
ENST00000370298	MTF2	4125	290	2071	3658	3778	14
ENST00000473430	MTF2	760	None	None	400	499	14
ENST00000540243	MTF2	3845	318	1793	448	547	14
